ID,Date,Address,ComplaintType,Status,DateModified,CleanAddress,MatchAddress,lat,lng,parcelId,MatchType
 10296,2011/01/26 00:00:00.000000000,1850 LIBERTY RD,ILLEGAL BUSINESS,CLOSED,2011/03/24 08:11:00.000000000,1850 LIBERTY RD,1850 LIBERTY RD,38.03081306,-84.45844691,42576700,Exact Parcel
 10297,2011/01/26 00:00:00.000000000,847 E LOUDON AVE,GRAVEL,CLOSED,2011/02/28 12:59:00.000000000,847 E LOUDON AVE,847 E LOUDON AVE,38.0432668,-84.46617525,20857750,Exact Parcel
 10298,2011/01/27 00:00:00.000000000,537 SPRINGHILL DR,NO PERMIT,CLOSED,2012/02/24 08:13:00.000000000,537 SPRINGHILL DR,537 SPRINGHILL DR,38.02971427,-84.52780911,26176050,Exact Parcel
 10299,2011/01/28 00:00:00.000000000,122 WALLER AVE,NO PERMIT,CLOSED,2012/02/24 08:12:00.000000000,122 WALLER AVE,122 WALLER AVE,38.02819548,-84.51232871,22041700,Exact Parcel
 10300,2011/01/28 00:00:00.000000000,1815 RICHMOND RD,OTHER,CLOSED,2011/07/27 14:42:00.000000000,1815 RICHMOND RD,1815 RICHMOND RD,38.02767478,-84.46629161,13205100,Exact Parcel
 10301,2011/01/31 00:00:00.000000000,612 VONBRYAN TRCE,OTHER,CLOSED,2011/02/07 13:04:00.000000000,612 VONBRYAN TRCE,612 VONBRYAN TRCE,37.98659384,-84.40479069,38115900,Exact Parcel
 10302,2011/02/01 00:00:00.000000000,232 SHRINERS LN,ILLEGAL BUSINESS,CLOSED,2011/02/07 13:02:00.000000000,232 SHRINERS LN,232 SHRINERS LN,38.01969876,-84.47292368,11056400,Exact Parcel
 10304,2011/02/01 00:00:00.000000000,2481 BUTTERNUT HILL CT,NO PERMIT,CLOSED,2011/02/15 08:36:00.000000000,2481 BUTTERNUT HILL CT,2481 BUTTERNUT HILL CT,38.01381907,-84.45423393,12924750,Exact Parcel
 10305,2011/02/01 00:00:00.000000000,309 MARIEMONT DR,ILLEGAL BUSINESS,CLOSED,2011/02/11 13:18:00.000000000,309 MARIEMONT DR,309 MARIEMONT DR,38.06464676,-84.45842707,23607200,Exact Parcel
 10306,2011/02/04 00:00:00.000000000,3412 WESTRIDGE CIR,NO PERMIT,CLOSED,2011/02/04 16:29:00.000000000,3412 WESTRIDGE CIR,3412 WESTRIDGE CIR,37.99316049,-84.50814619,50239000,Exact Parcel
 10307,2011/02/04 00:00:00.000000000,3090 HARRODSBURG RD,OTHER,CLOSED,2011/02/23 15:29:00.000000000,3090 HARRODSBURG RD,3090 HARRODSBURG RD,38.01187247,-84.55617196,24235800,Exact Parcel
 10308,2011/02/04 00:00:00.000000000,2079 DEAUVILLE DR,OTHER,CLOSED,2011/02/08 12:41:00.000000000,2079 DEAUVILLE DR,2079 DEAUVILLE DR,38.05470849,-84.54803478,15439403,Exact Parcel
 10309,2011/02/07 00:00:00.000000000,301 PRESTON AVE,OTHER,CLOSED,2011/02/09 16:43:00.000000000,301 PRESTON AVE,301 PRESTON AVE,38.03477602,-84.47297186,45904550,Exact Parcel
 10311,2011/02/08 00:00:00.000000000,3332 VALHALLA DR,ILLEGAL BUSINESS,CLOSED,2011/02/28 13:01:00.000000000,3332 VALHALLA DR,3332 VALHALLA DR,37.98026432,-84.45613626,20276972,Exact Parcel
 10312,2011/02/08 00:00:00.000000000,912 SUMMERVILLE DR,ILLEGAL BUSINESS,CLOSED,2011/03/03 16:46:00.000000000,912 SUMMERVILLE DR,912 SUMMERVILLE DR,38.0430696,-84.5349087,16005300,Exact Parcel
 10313,2011/02/08 00:00:00.000000000,2128 WILL FANT DR,VEHICLE REPAIR,CLOSED,2011/03/03 16:47:00.000000000,2128 WILL FANT DR,2128 WILL FANT DR,38.02401307,-84.45656731,10501902,Exact Parcel
 10314,2011/02/08 00:00:00.000000000,575 LONGVIEW DR,VEHICLE REPAIR,CLOSED,2011/02/24 07:57:00.000000000,575 LONGVIEW DR,575 LONGVIEW DR,38.02004756,-84.53143861,20095400,Exact Parcel
 10316,2011/02/09 00:00:00.000000000,120 DEMOCRAT BLVD,NO PERMIT,CLOSED,2011/06/07 11:51:00.000000000,120 DEMOCRAT BLVD,120 DEMOCRAT BLVD,37.95043402,-84.36500495,27269500,Exact Parcel
 10317,2011/02/10 00:00:00.000000000,800 E MAIN ST,SIGNAGE,CLOSED,2011/02/14 09:50:00.000000000,800 E MAIN ST,800 E MAIN ST,38.03475579,-84.48455983,17279000,Exact Parcel
 10318,2011/02/01 00:00:00.000000000,567 N UPPER ST,OTHER,CLOSED,2012/02/23 11:42:00.000000000,567 N UPPER ST,567 N UPPER ST,38.05459361,-84.48766051,14104200,Exact Parcel
 10319,2011/02/11 00:00:00.000000000,209 LINCOLN AVE,ILLEGAL BUSINESS,CLOSED,2011/02/24 10:08:00.000000000,209 LINCOLN AVE,209 LINCOLN AVE,38.03363857,-84.47651201,43402600,Exact Parcel
 10320,2011/02/11 00:00:00.000000000,149 ARCEME AVE,ILLEGAL BUSINESS,CLOSED,2012/06/01 09:58:00.000000000,149 ARCEME AVE,149 ARCEME AVE,38.05894706,-84.47643127,15359100,Exact Parcel
 10322,2011/02/15 00:00:00.000000000,2401 SOUTHVIEW DR,OTHER,CLOSED,2011/03/15 12:35:00.000000000,2401 SOUTHVIEW DR,2401 SOUTHVIEW DR,38.01420375,-84.53079516,23002000,Exact Parcel
 10323,2011/02/15 00:00:00.000000000,333 BLUE GRASS AVE,ILLEGAL BUSINESS,CLOSED,2011/02/24 10:11:00.000000000,333 BLUE GRASS AVE,333 BLUE GRASS AVE,38.059024,-84.47040268,42943400,Exact Parcel
 10325,2011/02/17 00:00:00.000000000,1929 LONG POND WALK,NO PERMIT,CLOSED,2011/02/24 09:50:00.000000000,1929 LONG POND WALK,1929 LONG POND WALK,38.00203275,-84.48050594,20058630,Exact Parcel
 10326,2011/02/22 00:00:00.000000000,2608 KEARNEY RIDGE BLVD,OTHER,CLOSED,2011/10/27 09:16:00.000000000,2608 KEARNEY RIDGE BLVD,2608 KEARNEY RIDGE BLVD,38.11008719,-84.52287515,38185410,Exact Parcel
 10327,2011/02/22 00:00:00.000000000,309 ALBANY RD,NO PERMIT,CLOSED,2011/02/23 15:43:00.000000000,309 ALBANY RD,309 ALBANY RD,38.00762197,-84.50809518,21929700,Exact Parcel
 10328,2011/02/22 00:00:00.000000000,536 W FIFTH ST,NO PERMIT,CLOSED,2011/03/09 12:29:00.000000000,536 W FIFTH ST,536 W FIFTH ST,38.05727167,-84.494124,14471100,Exact Parcel
 10330,2011/02/22 00:00:00.000000000,201 TAHOMA RD,OTHER,CLOSED,2011/02/24 09:46:00.000000000,201 TAHOMA RD,201 TAHOMA RD,38.01298611,-84.51138054,21922750,Exact Parcel
 10331,2011/02/23 00:00:00.000000000,3301 PEPPERHILL RD,NO PERMIT,CLOSED,2011/05/06 11:44:00.000000000,3301 PEPPERHILL RD,3301 PEPPERHILL RD,37.99698098,-84.48952192,15816750,Exact Parcel
 10332,2011/02/25 00:00:00.000000000,1046 ELMENDORF DR,OTHER,CLOSED,2011/02/25 12:41:00.000000000,1046 ELMENDORF DR,1046 ELMENDORF DR,37.9871649,-84.487853,11805150,Exact Parcel
 10333,2011/03/01 00:00:00.000000000,2776 WHITEBERRY DR,OTHER,CLOSED,2011/03/03 09:01:00.000000000,2776 WHITEBERRY DR,2776 WHITEBERRY DR,38.08270462,-84.55267119,38030540,Exact Parcel
 10334,2011/03/01 00:00:00.000000000,534 E LOUDON AVE,ILLEGAL BUSINESS,CLOSED,2011/03/02 08:41:00.000000000,534 E LOUDON AVE,534 E LOUDON AVE,38.05095371,-84.47465806,13118900,Exact Parcel
 10335,2011/03/01 00:00:00.000000000,2380 TUCSON DR,ILLEGAL BUSINESS,CLOSED,2011/05/18 15:40:00.000000000,2380 TUCSON DR,2380 TUCSON DR,38.01667409,-84.54184432,23992425,Exact Parcel
 10336,2011/03/01 00:00:00.000000000,2357 MULUNDY WAY,VEHICLE REPAIR,CLOSED,2011/04/05 08:05:00.000000000,2357 MULUNDY WAY,2357 MULUNDY WAY,38.096467,-84.52654341,38145580,Exact Parcel
 10337,2011/03/01 00:00:00.000000000,938 LANE ALLEN RD,OTHER,CLOSED,2011/03/03 09:32:00.000000000,938 LANE ALLEN RD,938 LANE ALLEN RD,38.03073599,-84.54590555,10028740,Exact Parcel
 10338,2011/03/01 00:00:00.000000000,130 BROWN AVE,NO PERMIT,CLOSED,2011/04/11 08:36:00.000000000,130 BROWN AVE,130 BROWN AVE,38.04022474,-84.45892055,47140000,Exact Parcel
 10339,2011/03/01 00:00:00.000000000,322 OWSLEY AVE,OTHER,CLOSED,2011/03/03 16:55:00.000000000,322 OWSLEY AVE,322 OWSLEY AVE,38.03616458,-84.47354397,44943700,Exact Parcel
 10340,2011/03/01 00:00:00.000000000,652 E MAIN ST,OTHER,CLOSED,2011/03/09 14:36:00.000000000,652 E MAIN ST,652 E MAIN ST,38.03631382,-84.48631592,11044950,Exact Parcel
 10341,2011/03/01 00:00:00.000000000,5142 WHITES LN,NO PERMIT,CLOSED,2011/03/02 13:39:00.000000000,5142 WHITES LN,5142 WHITES LN,37.92440635,-84.40955307,21941200,Exact Parcel
 10342,2011/03/03 00:00:00.000000000,268 SOUTHLAND DR,SIGNAGE,CLOSED,2011/03/23 13:49:00.000000000,268 SOUTHLAND DR,268 SOUTHLAND DR,38.0142678,-84.52259752,13220950,Exact Parcel
 10343,2011/03/03 00:00:00.000000000,361 NOTTINGHAM RD,VEHICLE REPAIR,CLOSED,2011/03/22 08:36:00.000000000,361 NOTTINGHAM RD,361 NOTTINGHAM RD,37.98230303,-84.51000305,16598150,Exact Parcel
 10344,2011/03/03 00:00:00.000000000,3476 BUCKHORN DR,GRAVEL,CLOSED,2011/03/21 12:44:00.000000000,3476 BUCKHORN DR,3476 BUCKHORN DR,37.97592483,-84.45841346,20001350,Exact Parcel
 10345,2011/03/04 00:00:00.000000000,1909 KINGTREE CT,OTHER,CLOSED,2012/02/23 12:25:00.000000000,1909 KINGTREE CT,1909 KINGTREE CT,38.05763091,-84.44347872,10186200,Exact Parcel
 10346,2011/02/23 00:00:00.000000000,1929 LONG POND WALK,OTHER,CLOSED,2011/05/19 09:04:00.000000000,1929 LONG POND WALK,1929 LONG POND WALK,38.00203275,-84.48050594,20058630,Exact Parcel
 10347,2011/03/04 00:00:00.000000000,3201 DRAYTON PL,ILLEGAL BUSINESS,CLOSED,2011/03/08 16:41:00.000000000,3201 DRAYTON PL,3201 DRAYTON PL,38.00049721,-84.54418712,38067620,Exact Parcel
 10349,2011/03/07 00:00:00.000000000,353 LINCOLN AVE,NO PERMIT,CLOSED,2011/05/12 10:16:00.000000000,353 LINCOLN AVE,353 LINCOLN AVE,38.03667231,-84.47204799,40991000,Exact Parcel
 10350,2011/03/07 00:00:00.000000000,412 E FOURTH ST,OTHER,CLOSED,2012/02/23 10:37:00.000000000,412 E FOURTH ST,412 E FOURTH ST,38.04596476,-84.48543147,13331100,Exact Parcel
 10351,2011/03/08 00:00:00.000000000,375 MANHATTAN DR,NO PERMIT,CLOSED,2012/02/23 10:36:00.000000000,375 MANHATTAN DR,375 MANHATTAN DR,38.06326328,-84.45919158,11827200,Exact Parcel
 10352,2011/03/08 00:00:00.000000000,459 ADDIE ST,OCCUPANCY ISSUE,CLOSED,2011/03/16 07:58:00.000000000,459 ADDIE ST,459 ADDIE ST,38.05686881,-84.49400259,13085700,Exact Parcel
 10353,2011/03/08 00:00:00.000000000,330 RICHMOND AVE,NO PERMIT,CLOSED,2011/03/15 14:28:00.000000000,330 RICHMOND AVE,330 RICHMOND AVE,38.03751351,-84.47435887,44714600,Exact Parcel
 10354,2011/03/09 00:00:00.000000000,2233 JASMINE DR,NO PERMIT,CLOSED,2011/03/22 09:40:00.000000000,2233 JASMINE DR,2233 JASMINE DR,38.02534322,-84.55012064,16346750,Exact Parcel
 10355,2011/03/09 00:00:00.000000000,139 W SHORT ST STE 200,NO PERMIT,CLOSED,2011/03/11 14:16:00.000000000,139 W SHORT ST,139 W SHORT ST,38.04765383,-84.49640874,10343200,Exact Parcel
 10356,2011/03/09 00:00:00.000000000,141 HENTON RD,OTHER,CLOSED,2011/04/05 14:20:00.000000000,141 HENTON RD,141 HENTON RD,38.05825136,-84.51736766,23153100,Exact Parcel
 10357,2011/03/09 00:00:00.000000000,2210 TUCSON DR,OTHER,CLOSED,2011/03/31 09:19:00.000000000,2210 TUCSON DR,2210 TUCSON DR,38.01903284,-84.54276314,21977000,Exact Parcel
 10358,2011/03/09 00:00:00.000000000,429 CROMWELL WAY,ILLEGAL BUSINESS,CLOSED,2011/05/19 13:38:00.000000000,429 CROMWELL WAY,429 CROMWELL WAY,37.98358883,-84.54442365,23001358,Exact Parcel
 10359,2011/03/09 00:00:00.000000000,2008 ALEXANDRIA DR,OTHER,CLOSED,2011/10/19 12:58:00.000000000,2008 ALEXANDRIA DR,2008 ALEXANDRIA DR,38.03104718,-84.5489127,11031250,Exact Parcel
 10360,2011/03/10 00:00:00.000000000,307 RICHMOND AVE,OTHER,CLOSED,2011/03/14 11:29:00.000000000,307 RICHMOND AVE,307 RICHMOND AVE,38.03698071,-84.47599979,40907200,Exact Parcel
 10362,2011/03/10 00:00:00.000000000,446 SMITH ST,NO PERMIT,CLOSED,2012/01/19 11:40:00.000000000,446 SMITH ST,446 SMITH ST,38.056644,-84.49447783,15433151,Exact Parcel
 10364,2011/03/15 00:00:00.000000000,538 E LOUDON AVE,VEHICLE REPAIR,CLOSED,2011/04/05 14:30:00.000000000,538 E LOUDON AVE,538 E LOUDON AVE,38.0507807,-84.47441264,17201600,Exact Parcel
 10366,2011/03/16 00:00:00.000000000,2956 MASTERS VIEW RD,OTHER,CLOSED,2011/03/23 09:32:00.000000000,2956 MASTERS VIEW RD,2956 MASTERS VIEW RD,38.09400686,-84.55115373,19967430,Exact Parcel
 10367,2011/03/16 00:00:00.000000000,4013 NICHOLASVILLE RD,SIGNAGE,CLOSED,2011/03/17 11:57:00.000000000,4013 NICHOLASVILLE RD,4013 NICHOLASVILLE RD,37.97997416,-84.52912293,22017900,Exact Parcel
 10369,2011/03/18 00:00:00.000000000,3735 PALOMAR CENTRE DR #200,OTHER,CLOSED,2011/04/25 16:47:00.000000000,3735 PALOMAR CENTRE DR,3735 PALOMAR CENTRE DR,38.00420217,-84.57152866,20104910,Exact Parcel
 10371,2011/03/21 00:00:00.000000000,3568 GALAHAD DR,OTHER,CLOSED,2011/11/14 10:57:00.000000000,3568 GALAHAD DR,3568 GALAHAD DR,37.98134239,-84.51159841,12233000,Exact Parcel
 10372,2011/03/21 00:00:00.000000000,370 E SECOND ST,OCCUPANCY ISSUE,CLOSED,2012/02/23 10:35:00.000000000,370 E SECOND ST,370 E SECOND ST,38.04387995,-84.48874464,12619150,Exact Parcel
 10373,2011/03/21 00:00:00.000000000,120 DELONG RD,SIGHT DISTANCE ISSUE,CLOSED,2011/03/22 09:40:00.000000000,120 DELONG RD,120 DELONG RD,37.97205566,-84.43075507,21994000,Exact Parcel
 10374,2011/03/21 00:00:00.000000000,304 OWSLEY AVE,NO PERMIT,CLOSED,2011/10/26 14:31:00.000000000,304 OWSLEY AVE,304 OWSLEY AVE,38.03526826,-84.47486274,41013200,Exact Parcel
 10376,2011/03/22 00:00:00.000000000,198 N ASHLAND AVE,NO PERMIT,CLOSED,2011/03/23 15:49:00.000000000,198 N ASHLAND AVE,198 N ASHLAND AVE,38.03780984,-84.48002601,11817600,Exact Parcel
 10377,2011/03/22 00:00:00.000000000,3244 SCOTTISH TRCE,NO PERMIT,CLOSED,2011/04/11 14:24:00.000000000,3244 SCOTTISH TRCE,3244 SCOTTISH TRCE,38.02191097,-84.39879283,38120510,Exact Parcel
 10378,2011/03/22 00:00:00.000000000,3248 SCOTTISH TRCE,NO PERMIT,CLOSED,2011/04/14 16:35:00.000000000,3248 SCOTTISH TRCE,3248 SCOTTISH TRCE,38.02184303,-84.39868282,38120520,Exact Parcel
 10379,2011/03/23 00:00:00.000000000,567 N UPPER ST,OTHER,CLOSED,2011/04/14 12:33:00.000000000,567 N UPPER ST,567 N UPPER ST,38.05459361,-84.48766051,14104200,Exact Parcel
 10380,2011/03/23 00:00:00.000000000,381 LARKWOOD DR,OTHER,CLOSED,2011/04/26 13:35:00.000000000,381 LARKWOOD DR,381 LARKWOOD DR,38.0160033,-84.44486125,13099800,Exact Parcel
 10381,2011/03/23 00:00:00.000000000,3168 LEESTOWN RD,OTHER,CLOSED,2011/04/05 08:06:00.000000000,3168 LEESTOWN RD,3168 LEESTOWN RD,38.09413544,-84.56322683,21942500,Exact Parcel
 10382,2011/03/23 00:00:00.000000000,385 S MILL ST,SIGNAGE,CLOSED,2013/05/17 09:32:00.000000000,385 S MILL ST,385 S MILL ST,38.04537638,-84.50323187,10043000,Exact Parcel
 10383,2011/03/23 00:00:00.000000000,3518 BERWIN CT,OTHER,CLOSED,2011/04/14 12:31:00.000000000,3518 BERWIN CT,3518 BERWIN CT,37.98779282,-84.55790431,21065410,Exact Parcel
 10384,2011/03/24 00:00:00.000000000,522 W SHORT ST,OTHER,CLOSED,2011/03/29 10:12:00.000000000,522 W SHORT ST,522 W SHORT ST,38.05067367,-84.50090988,14998200,Exact Parcel
 10385,2011/03/24 00:00:00.000000000,897 NANDINO BLVD,SIGHT DISTANCE ISSUE,CLOSED,2011/03/28 15:47:00.000000000,897 NANDINO BLVD,897 NANDINO BLVD,38.07789485,-84.49770338,14376800,Exact Parcel
 10386,2011/03/24 00:00:00.000000000,722 BISKOFF CT,OTHER,CLOSED,2011/04/22 12:58:00.000000000,722 BISKOFF CT,722 BISKOFF CT,38.08927728,-84.46069891,11147700,Exact Parcel
 10387,2011/03/25 00:00:00.000000000,621 SOUTHPOINT DR,SIGNAGE,CLOSED,2011/03/28 11:03:00.000000000,621 SOUTHPOINT DR,621 SOUTHPOINT DR,37.95656634,-84.5072935,19966610,Exact Parcel
 10388,2011/03/25 00:00:00.000000000,1516 OAK HILL DR,NO PERMIT,CLOSED,2011/03/28 15:49:00.000000000,1516 OAK HILL DR,1516 OAK HILL DR,38.05693153,-84.46554554,14715100,Exact Parcel
 10389,2011/03/28 00:00:00.000000000,507 MARYLAND AVE,NO PERMIT,CLOSED,2011/04/07 10:08:00.000000000,507 MARYLAND AVE,507 MARYLAND AVE,38.05485603,-84.49959137,10607700,Exact Parcel
 10391,2011/03/28 00:00:00.000000000,159 JEFFERSON ST,NO PERMIT,CLOSED,2011/04/20 13:41:00.000000000,159 JEFFERSON ST,159 JEFFERSON ST,38.05316994,-84.501701,12687700,Exact Parcel
 10392,2011/03/29 00:00:00.000000000,516 HOLLYHILL DR,OTHER,CLOSED,2011/06/13 08:44:00.000000000,516 HOLLYHILL DR,516 HOLLYHILL DR,38.01531275,-84.53394592,12243000,Exact Parcel
 10393,2011/03/29 00:00:00.000000000,524 SHELBY ST,OTHER,CLOSED,2011/09/13 08:30:00.000000000,524 SHELBY ST,524 SHELBY ST,38.04972614,-84.47560104,12773100,Exact Parcel
 10394,2011/03/30 00:00:00.000000000,4000 MILITARY PIKE,NO PERMIT,CLOSED,2011/04/13 14:39:00.000000000,4000 MILITARY PIKE,4000 MILITARY PIKE,38.00588131,-84.63083396,20129330,Exact Parcel
 10395,2011/03/30 00:00:00.000000000,204 EASTERN AVE,NO PERMIT,CLOSED,2011/07/27 17:20:00.000000000,204 EASTERN AVE,204 EASTERN AVE,38.04385851,-84.48794675,12715100,Exact Parcel
 10396,2011/03/31 00:00:00.000000000,1847 MERCER RD,SIGNAGE,CLOSED,2011/04/14 15:11:00.000000000,1847 MERCER RD,1847 MERCER RD,38.07784069,-84.52929556,11748655,Exact Parcel
 10398,2011/04/04 00:00:00.000000000,3655 NIAGARA DR,OTHER,CLOSED,2011/06/01 07:42:00.000000000,3655 NIAGARA DR,3655 NIAGARA DR,37.97077397,-84.4775668,12580264,Exact Parcel
 10399,2011/04/04 00:00:00.000000000,621 SOUTHPOINT DR,ILLEGAL BUSINESS,CLOSED,2012/02/23 10:33:00.000000000,621 SOUTHPOINT DR,621 SOUTHPOINT DR,37.95656634,-84.5072935,19966610,Exact Parcel
 10400,2011/04/04 00:00:00.000000000,1141 RED MILE RD,SIGNAGE,CLOSED,2011/04/29 11:22:00.000000000,1141 RED MILE RD,1141 RED MILE RD,38.03939191,-84.5202999,16077375,Exact Parcel
 10401,2011/04/04 00:00:00.000000000,1345 SILVER SPRINGS DR,NO PERMIT,CLOSED,2011/04/06 10:06:00.000000000,1345 SILVER SPRINGS DR,1345 SILVER SPRINGS DR,38.08162045,-84.48466004,38195400,Exact Parcel
 10402,2011/04/04 00:00:00.000000000,511 PINE ST,ILLEGAL BUSINESS,CLOSED,2011/04/06 09:05:00.000000000,511 PINE ST,511 PINE ST,38.04647273,-84.50620809,15437400,Exact Parcel
 10403,2011/04/04 00:00:00.000000000,2800 TATES CREEK RD,OTHER,CLOSED,2012/02/23 12:24:00.000000000,2800 TATES CREEK RD,2800 TATES CREEK RD,38.00903969,-84.49427626,13744250,Exact Parcel
