SALEKEY,SALEDT,PRICE,SALETYPE,parcelId,ADDRESS,lat,lng
 329985,2011/01/24 00:00:00.000000000, 56767,MASTER COMMISSIONER SALE,12286800,424 HEDGEWOOD DR,38.01514318,-84.44661704
 329852,2011/01/24 00:00:00.000000000, 50000,MASTER COMMISSIONER SALE,16457625,427 BRECKENRIDGE ST,38.04982925,-84.47906507
 329900,2011/01/24 00:00:00.000000000, 50250,MASTER COMMISSIONER SALE,22332000,119 WILTON AVE,38.06013181,-84.51865426
 330975,2011/01/24 00:00:00.000000000, 0,MASTER COMMISSIONER SALE,38032470,2776 STONEY PARK LN,38.08099304,-84.55444604
 329850,2011/01/24 00:00:00.000000000, 130000,MASTER COMMISSIONER SALE,38129870,953 WINDING OAK TRL,38.10989884,-84.5410131
 329780,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195680,1096 CRESTFIELD LN,37.94415616,-84.48336002
 329776,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195800,1089 CRESTFIELD LN,37.94338291,-84.48328451
 329777,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195810,1093 CRESTFIELD LN,37.943608,-84.48311359
 329778,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195820,1097 CRESTFIELD LN,37.94386053,-84.482985
 329774,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195850,5200 TYKES PASS,37.94319717,-84.4835563
 329775,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195860,5204 TYKES PASS,37.94296071,-84.48324495
 329779,2011/01/24 00:00:00.000000000, 860000,MASTER COMMISSIONER SALE,38195870,5397 TATES CREEK RD,37.94335996,-84.48273428
 329916,2011/01/24 00:00:00.000000000, 1058867,MASTER COMMISSIONER SALE,38203750,523 WELLINGTON WAY,37.99936602,-84.53864712
 329918,2011/01/24 00:00:00.000000000, 1058867,MASTER COMMISSIONER SALE,38203790,523 WELLINGTON WAY,37.99938047,-84.53869271
 329522,2011/01/25 00:00:00.000000000, 115000,MASTER COMMISSIONER SALE,38023980,2665 MABLE LN,38.08894605,-84.54059216
 329919,2011/01/25 00:00:00.000000000, 425000,FORECLOSURE PROCEEDINGS,38056460,3805 HORSEMINT TRL,37.99314494,-84.41174334
 329501,2011/01/25 00:00:00.000000000, 42000,FORECLOSURE PROCEEDINGS,40029375,224 OWSLEY AVE,38.03472556,-84.47565413
 329726,2011/01/26 00:00:00.000000000, 60100,MASTER COMMISSIONER SALE,12574200,1925 GLENGARRY WAY,38.06746507,-84.44958585
 330714,2011/01/26 00:00:00.000000000, 75500,FORECLOSURE PROCEEDINGS,19992540,2149 FORTUNE HILL LN,38.02876581,-84.44902612
 329928,2011/01/27 00:00:00.000000000, 10050,MASTER COMMISSIONER SALE,10004730,1281 VILLAGE DR,38.05029388,-84.55085991
 334935,2011/01/27 00:00:00.000000000, 66767,MASTER COMMISSIONER SALE,10839466,1259 TRENT BLVD,37.97103048,-84.48289059
 329872,2011/01/27 00:00:00.000000000, 450000,FORECLOSURE PROCEEDINGS,14340910,2051 CUMMINS CT,38.05058363,-84.54984192
 329871,2011/01/27 00:00:00.000000000, 450000,FORECLOSURE PROCEEDINGS,14340911,2035 CUMMINS CT,38.05074483,-84.54922808
 329869,2011/01/27 00:00:00.000000000, 450000,FORECLOSURE PROCEEDINGS,14340912,2027 CUMMINS CT,38.05073194,-84.54856381
 329870,2011/01/27 00:00:00.000000000, 450000,FORECLOSURE PROCEEDINGS,14340913,2034 CUMMINS CT,38.05026305,-84.54863138
 330579,2011/01/27 00:00:00.000000000, 140500,MASTER COMMISSIONER SALE,20075040,4669 SPRING CREEK DR,37.95924291,-84.48517137
 329867,2011/01/27 00:00:00.000000000, 85000,MASTER COMMISSIONER SALE,21621700,366 SIERRA DR,38.06379093,-84.45429123
 331397,2011/01/27 00:00:00.000000000, 90000,MASTER COMMISSIONER SALE,26293950,3477 IPSWICH CT,37.98900003,-84.5555929
 329923,2011/01/27 00:00:00.000000000, 120000,MASTER COMMISSIONER SALE,38128070,3097 PRICHARD DR,38.10723215,-84.54116487
 330152,2011/01/27 00:00:00.000000000, 145500,FORECLOSURE PROCEEDINGS,38218120,2437 ARISTOCRACY CIR,38.02786863,-84.42604952
 329738,2011/01/28 00:00:00.000000000, 240000,FORECLOSURE PROCEEDINGS,11184300,2092 MANOR DR,38.01076224,-84.47298069
 346894,2011/01/28 00:00:00.000000000, 0,MASTER COMMISSIONER SALE,12176350,1724 BENWOOD DR,38.03683864,-84.45849779
 331368,2011/01/28 00:00:00.000000000, 50000,MASTER COMMISSIONER SALE,12284600,915 DELAWARE AVE,38.04062379,-84.47301298
 329697,2011/01/28 00:00:00.000000000, 102000,FORECLOSURE PROCEEDINGS,13617300,1020 CLAIBORNE WAY,37.9869554,-84.48915952
 329740,2011/01/28 00:00:00.000000000, 97500,FORECLOSURE PROCEEDINGS,13648375,1702 KNOXVILLE CT,38.05360242,-84.43557051
 330172,2011/01/28 00:00:00.000000000, 47000,MASTER COMMISSIONER SALE,14570500,416 SHAWNEE AVE,38.05793385,-84.4685629
 329650,2011/01/28 00:00:00.000000000, 11100,FORECLOSURE PROCEEDINGS,16826900,666 HEADLEY AVE,38.05875458,-84.48846446
 329744,2011/01/28 00:00:00.000000000, 25000,FORECLOSURE PROCEEDINGS,17142500,233 DEVONIA AVE,38.05819895,-84.47397302
 329739,2011/01/28 00:00:00.000000000, 205000,FORECLOSURE PROCEEDINGS,19317840,3583 HUNTERS GREEN WAY,37.99828985,-84.41808703
 329735,2011/01/28 00:00:00.000000000, 160000,FORECLOSURE PROCEEDINGS,19962510,236 MASTERSON STATION DR,38.09232763,-84.54907617
 329737,2011/01/28 00:00:00.000000000, 210000,FORECLOSURE PROCEEDINGS,20086710,4429 COPPERFIELD DR,37.9835906,-84.57192887
 336980,2011/01/28 00:00:00.000000000, 46000,MASTER COMMISSIONER SALE,38098160,740 SHROPSHIRE AVE,38.05065777,-84.47563955
 330274,2011/01/28 00:00:00.000000000, 200000,FORECLOSURE PROCEEDINGS,38115250,4549 PARSONS LN,37.982904,-84.40847716
 329789,2011/01/28 00:00:00.000000000, 68500,FORECLOSURE PROCEEDINGS,38123050,381 SCOTTSDALE CIR,38.07598599,-84.47850602
 329736,2011/01/28 00:00:00.000000000, 180000,FORECLOSURE PROCEEDINGS,38154330,1069 BRICK HOUSE LN,38.00161653,-84.39846294
 330254,2011/01/31 00:00:00.000000000, 55000,FORECLOSURE PROCEEDINGS,10424800,3685 NILES DR,37.97437927,-84.48530712
 331563,2011/01/31 00:00:00.000000000, 788740,FORECLOSURE PROCEEDINGS,19961570,4761 MT HOREB PIKE,38.16553627,-84.46615703
 330040,2011/01/31 00:00:00.000000000, 160000,FORECLOSURE PROCEEDINGS,38154380,1117 BRICK HOUSE LN,38.00118471,-84.39860224
 330009,2011/02/01 00:00:00.000000000, 79200,MASTER COMMISSIONER SALE,10433800,204 RUGBY RD,38.05395182,-84.53964942
 330398,2011/02/01 00:00:00.000000000, 150000,MASTER COMMISSIONER SALE,20053580,1068 TANBARK RD,37.96510279,-84.49322616
 331460,2011/02/01 00:00:00.000000000, 165000,MASTER COMMISSIONER SALE,20118270,1849 HAVERWOOD PARK,37.98575288,-84.57014243
 331526,2011/02/01 00:00:00.000000000, 124000,MASTER COMMISSIONER SALE,38109050,3109 SANDERSVILLE RD,38.10708465,-84.53618886
 329940,2011/02/01 00:00:00.000000000, 89000,MASTER COMMISSIONER SALE,38147850,1672 KONNER WOODS DR,38.08571622,-84.51250894
 331700,2011/02/01 00:00:00.000000000, 126000,MASTER COMMISSIONER SALE,38198170,3201 MATHERN TRL,38.01792946,-84.39203281
 330256,2011/02/02 00:00:00.000000000, 18000,MASTER COMMISSIONER SALE,13559200,914 BYARS AVE,38.04314057,-84.46999803
 330613,2011/02/02 00:00:00.000000000, 60000,MASTER COMMISSIONER SALE,19318130,305 TURFWAY DR,38.06843357,-84.44442566
 331405,2011/02/02 00:00:00.000000000, 30100,MASTER COMMISSIONER SALE,20637000,627 ADDISON AVE,38.04030311,-84.52656482
 331045,2011/02/02 00:00:00.000000000, 140000,MASTER COMMISSIONER SALE,38127140,916 WINDING OAK TRL,38.10979376,-84.53911586
 331288,2011/02/03 00:00:00.000000000, 43334,MASTER COMMISSIONER SALE,16410200,462 BRECKENRIDGE ST,38.04881008,-84.47887094
 329785,2011/02/03 00:00:00.000000000, 129000,FORECLOSURE PROCEEDINGS,20062450,3945 HILLSIDE DR,37.97291594,-84.55900057
 329896,2011/02/03 00:00:00.000000000, 165000,FORECLOSURE PROCEEDINGS,24175140,1045 CRESCENT AVE,38.03117155,-84.5148307
 330082,2011/02/03 00:00:00.000000000, 21001,MASTER COMMISSIONER SALE,44646400,1408 HIGHLAWN AVE,38.06031454,-84.47037687
 330202,2011/02/04 00:00:00.000000000, 145000,MASTER COMMISSIONER SALE,19320880,1232 SPRING RUN RD,37.98413205,-84.56568268
 331136,2011/02/04 00:00:00.000000000, 114854,MASTER COMMISSIONER SALE,20279227,3789 NIAGARA DR,37.96703138,-84.48276281
 330014,2011/02/04 00:00:00.000000000, 74000,FORECLOSURE PROCEEDINGS,23886300,411 NORTHRIDGE DR,38.07288979,-84.46301814
 329944,2011/02/04 00:00:00.000000000, 158000,FORECLOSURE PROCEEDINGS,38030120,2601 WHITEBERRY DR,38.08439675,-84.55222903
 331155,2011/02/04 00:00:00.000000000, 80000,MASTER COMMISSIONER SALE,38065540,2676 TRAILWOOD LN,38.07928805,-84.55095299
 330247,2011/02/04 00:00:00.000000000, 99750,MASTER COMMISSIONER SALE,38103090,284 FERNDALE PASS,38.08725629,-84.54626746
 330246,2011/02/04 00:00:00.000000000, 185000,MASTER COMMISSIONER SALE,38165950,536 HAWKS NEST PT,37.95770863,-84.5114712
 330197,2011/02/04 00:00:00.000000000, 107000,FORECLOSURE PROCEEDINGS,38189500,3180 TIBURON WAY,38.11207205,-84.53298088
 330612,2011/02/07 00:00:00.000000000, 0,FORECLOSURE PROCEEDINGS,10805355,189 MONTMULLIN ST,38.03925664,-84.51024616
 330219,2011/02/07 00:00:00.000000000, 25000,MASTER COMMISSIONER SALE,14454150,221 HEDGEWOOD CT,38.01366302,-84.45009225
 331137,2011/02/07 00:00:00.000000000, 30100,MASTER COMMISSIONER SALE,14835350,550 JEFFERSON ST,38.05875639,-84.4929516
 329922,2011/02/07 00:00:00.000000000, 99900,FORECLOSURE PROCEEDINGS,15663900,416 DELCAMP DR,38.05858815,-84.48821927
 330199,2011/02/08 00:00:00.000000000, 22000,MASTER COMMISSIONER SALE,10007020,106 SHEILA CT,38.05516212,-84.48919355
 330379,2011/02/08 00:00:00.000000000, 23450,MASTER COMMISSIONER SALE,10348875,764 WHITNEY AVE,38.06000296,-84.50400157
 330188,2011/02/08 00:00:00.000000000, 196000,MASTER COMMISSIONER SALE,13759900,240 DESHA RD,38.0306211,-84.48571586
 330015,2011/02/08 00:00:00.000000000, 66767,MASTER COMMISSIONER SALE,20079220,3032 BONANZA DR,38.00817726,-84.44399388
 330016,2011/02/08 00:00:00.000000000, 67000,FORECLOSURE PROCEEDINGS,20968000,3887 NORTHAMPTON DR,37.97381615,-84.51966288
 329921,2011/02/08 00:00:00.000000000, 90200,FORECLOSURE PROCEEDINGS,21608900,245 ABERDEEN DR,37.98497517,-84.51817251
 330268,2011/02/08 00:00:00.000000000, 109900,FORECLOSURE PROCEEDINGS,26078054,336 ATWOOD DR,37.96094966,-84.52842648
 332505,2011/02/08 00:00:00.000000000, 201900,FORECLOSURE PROCEEDINGS,38021520,2800 RED LEAF DR,38.01839742,-84.42983224
 331266,2011/02/08 00:00:00.000000000, 157000,FORECLOSURE PROCEEDINGS,38073650,500 NEWBURY WAY,37.97456613,-84.54111764
 331377,2011/02/09 00:00:00.000000000, 90000,MASTER COMMISSIONER SALE,20028670,3436 KENESAW DR,37.9689036,-84.46456588
 330163,2011/02/09 00:00:00.000000000, 120000,MASTER COMMISSIONER SALE,38113050,3052 NEW RIVER PL,38.08473441,-84.56406489
 330439,2011/02/09 00:00:00.000000000, 90000,FORECLOSURE PROCEEDINGS,38193540,201 PRICE RD,38.06169481,-84.51593469
 330107,2011/02/10 00:00:00.000000000, 80000,MASTER COMMISSIONER SALE,12700500,1148 CENTRE PKWY,37.98299757,-84.48457188
 336305,2011/02/10 00:00:00.000000000, 39000,MASTER COMMISSIONER SALE,15574350,154 AVON AVE,38.05745085,-84.47726445
 330283,2011/02/10 00:00:00.000000000, 98706,MASTER COMMISSIONER SALE,20024740,1504 MEADOWVIEW DR,37.9704487,-84.46743329
 330108,2011/02/10 00:00:00.000000000, 145000,MASTER COMMISSIONER SALE,23885311,3756 CAMELOT DR,37.97576248,-84.51052161
 330109,2011/02/10 00:00:00.000000000, 145000,MASTER COMMISSIONER SALE,23885312,3760 CAMELOT DR,37.97557518,-84.51043632
 329989,2011/02/10 00:00:00.000000000, 50000,FORECLOSURE PROCEEDINGS,26078094,324 ASHMOOR DR,37.9615457,-84.52572856
 330183,2011/02/11 00:00:00.000000000, 51000,FORECLOSURE PROCEEDINGS,16622400,2072 SPRING STATION DR,38.06629818,-84.4487024
 330211,2011/02/11 00:00:00.000000000, 64900,FORECLOSURE PROCEEDINGS,25460700,3966 NORTHAMPTON DR,37.97410576,-84.5161583
 330171,2011/02/14 00:00:00.000000000, 46000,FORECLOSURE PROCEEDINGS,11358700,1228 VENETIAN CIR,37.9789099,-84.48343644
 330726,2011/02/14 00:00:00.000000000, 65500,FORECLOSURE PROCEEDINGS,12700500,1148 CENTRE PKWY,37.98299757,-84.48457188
 330213,2011/02/14 00:00:00.000000000, 55000,FORECLOSURE PROCEEDINGS,13885600,2325 ALLEN DR,38.08660491,-84.45453412
 330438,2011/02/14 00:00:00.000000000, 89500,MASTER COMMISSIONER SALE,15489901,2688 PADDOCK CT,38.00242896,-84.46107453
 330397,2011/02/14 00:00:00.000000000, 143334,MASTER COMMISSIONER SALE,24559650,3696 HURRICANE HALL RD,38.13041383,-84.52972506
 330157,2011/02/14 00:00:00.000000000, 108000,FORECLOSURE PROCEEDINGS,38052910,3049 CADDIS LN,38.08994166,-84.56231508
 331210,2011/02/15 00:00:00.000000000, 56000,MASTER COMMISSIONER SALE,11571000,1118 BRIARWOOD DR,38.08158176,-84.50372598
 337345,2011/02/15 00:00:00.000000000, 76000,MASTER COMMISSIONER SALE,12537100,212 DERBY DR,38.00820429,-84.52252852
 331773,2011/02/15 00:00:00.000000000, 70000,MASTER COMMISSIONER SALE,15390150,565 FOLKSTONE DR,37.99946894,-84.46201763
 330609,2011/02/15 00:00:00.000000000, 51370,MASTER COMMISSIONER SALE,16088600,1946 AUGUSTA DR,38.05640744,-84.4363071
 337508,2011/02/15 00:00:00.000000000, 65000,MASTER COMMISSIONER SALE,17139400,928 OAK HILL DR,38.05306453,-84.47147391
 330486,2011/02/15 00:00:00.000000000, 100000,FORECLOSURE PROCEEDINGS,20034990,1617 BRENTMOOR DR,37.96815588,-84.46358049
 331575,2011/02/15 00:00:00.000000000, 160000,MASTER COMMISSIONER SALE,26805609,392 PLAINVIEW RD,38.0035418,-84.45897546
 330095,2011/02/15 00:00:00.000000000, 115000,FORECLOSURE PROCEEDINGS,38102230,2653 MICHELLE PARK,38.0864221,-84.54484929
 330752,2011/02/16 00:00:00.000000000, 26000,MASTER COMMISSIONER SALE,12982200,196 E LOUDON AVE,38.05486731,-84.47938734
 330150,2011/02/16 00:00:00.000000000, 81000,FORECLOSURE PROCEEDINGS,19963490,251 SIMPSON AVE,38.0357788,-84.51609181
 330261,2011/02/16 00:00:00.000000000, 49801,FORECLOSURE PROCEEDINGS,22924200,3178 LEESTOWN RD,38.09429874,-84.5633809
 330121,2011/02/16 00:00:00.000000000, 105000,FORECLOSURE PROCEEDINGS,26513100,1741 SHENANDOAH DR,38.03987436,-84.54620646
 330162,2011/02/17 00:00:00.000000000, 107000,FORECLOSURE PROCEEDINGS,38072060,809 SEMINOLE CREEK CT,38.08538632,-84.50672181
 330977,2011/02/18 00:00:00.000000000, 160000,MASTER COMMISSIONER SALE,10050520,2344 HARTLAND PARKSIDE DR,37.96290171,-84.46632462
 330180,2011/02/18 00:00:00.000000000, 51500,FORECLOSURE PROCEEDINGS,10653850,208 RADCLIFFE RD,38.08618209,-84.46668316
 330628,2011/02/18 00:00:00.000000000, 63334,MASTER COMMISSIONER SALE,13875800,224 LONDONDERRY DR,38.05489336,-84.5377458
 330182,2011/02/18 00:00:00.000000000, 43000,FORECLOSURE PROCEEDINGS,14387875,1871 BARKSDALE DR,38.08821021,-84.47117353
 330223,2011/02/18 00:00:00.000000000, 165500,FORECLOSURE PROCEEDINGS,19973900,3521 FOREST COVE LN,37.99149365,-84.44096417
 330272,2011/02/18 00:00:00.000000000, 130002,MASTER COMMISSIONER SALE,20084150,920 PALOMINO LN,38.0085899,-84.56070663
 330154,2011/02/18 00:00:00.000000000, 185000,FORECLOSURE PROCEEDINGS,38083870,2952 SANDERSVILLE RD,38.10042591,-84.53999836
 331797,2011/02/18 00:00:00.000000000, 150000,MASTER COMMISSIONER SALE,38099820,4308 TRADITION WAY,37.98416708,-84.41961781
 330319,2011/02/21 00:00:00.000000000, 0,MASTER COMMISSIONER SALE,20139330,1017 MARCO LN,38.00447095,-84.40985661
 334958,2011/02/22 00:00:00.000000000, 65000,MASTER COMMISSIONER SALE,14628325,1287 MERMAN DR,37.97712986,-84.48322131
 330623,2011/02/22 00:00:00.000000000, 94000,FORECLOSURE PROCEEDINGS,19994870,1616 SQUIRE HART WAY,37.97380283,-84.46157435
 345509,2011/02/22 00:00:00.000000000, 90000,MASTER COMMISSIONER SALE,20010400,208 GRAYSON CT,37.99883077,-84.44955155
 345577,2011/02/22 00:00:00.000000000, 90000,MASTER COMMISSIONER SALE,20010400,208 GRAYSON CT,37.99883077,-84.44955155
 330537,2011/02/22 00:00:00.000000000, 104500,FORECLOSURE PROCEEDINGS,38039310,2445 CHECKERBERRY DR,38.01946634,-84.44339681
 330845,2011/02/22 00:00:00.000000000, 77000,MASTER COMMISSIONER SALE,38076130,2517 KNIGHTSBRIDGE LN,38.0305587,-84.44610655
